# r  u  V_H  V_eff
2.854000000001e+00 1.349182101081e-01 3.500498143710e-01 3.500498143710e-01
2.855000000001e+00 1.347692836460e-01 3.499280716756e-01 3.499280716756e-01
2.856000000001e+00 1.346205100859e-01 3.498064120066e-01 3.498064120066e-01
2.857000000001e+00 1.344718892924e-01 3.496848352827e-01 3.496848352827e-01
2.858000000001e+00 1.343234211300e-01 3.495633414223e-01 3.495633414223e-01
2.859000000001e+00 1.341751054634e-01 3.494419303443e-01 3.494419303443e-01
2.860000000001e+00 1.340269421573e-01 3.493206019674e-01 3.493206019674e-01
2.861000000001e+00 1.338789310765e-01 3.491993562105e-01 3.491993562105e-01
2.862000000001e+00 1.337310720859e-01 3.490781929927e-01 3.490781929927e-01
2.863000000001e+00 1.335833650505e-01 3.489571122330e-01 3.489571122330e-01
2.864000000001e+00 1.334358098351e-01 3.488361138506e-01 3.488361138506e-01
2.865000000001e+00 1.332884063051e-01 3.487151977649e-01 3.487151977649e-01
2.866000000001e+00 1.331411543254e-01 3.485943638953e-01 3.485943638953e-01
2.867000000001e+00 1.329940537615e-01 3.484736121612e-01 3.484736121612e-01
2.868000000001e+00 1.328471044786e-01 3.483529424822e-01 3.483529424822e-01
2.869000000001e+00 1.327003063421e-01 3.482323547781e-01 3.482323547781e-01
2.870000000001e+00 1.325536592176e-01 3.481118489686e-01 3.481118489686e-01
2.871000000001e+00 1.324071629705e-01 3.479914249736e-01 3.479914249736e-01
2.872000000001e+00 1.322608174666e-01 3.478710827132e-01 3.478710827132e-01
2.873000000001e+00 1.321146225715e-01 3.477508221073e-01 3.477508221073e-01
2.874000000001e+00 1.319685781511e-01 3.476306430763e-01 3.476306430763e-01
2.875000000001e+00 1.318226840712e-01 3.475105455403e-01 3.475105455403e-01
2.876000000001e+00 1.316769401977e-01 3.473905294197e-01 3.473905294197e-01
2.877000000001e+00 1.315313463967e-01 3.472705946351e-01 3.472705946351e-01
2.878000000001e+00 1.313859025343e-01 3.471507411070e-01 3.471507411070e-01
2.879000000001e+00 1.312406084766e-01 3.470309687560e-01 3.470309687560e-01
2.880000000001e+00 1.310954640900e-01 3.469112775029e-01 3.469112775029e-01
2.881000000001e+00 1.309504692408e-01 3.467916672687e-01 3.467916672687e-01
2.882000000001e+00 1.308056237953e-01 3.466721379742e-01 3.466721379742e-01
2.883000000001e+00 1.306609276200e-01 3.465526895405e-01 3.465526895405e-01
2.884000000001e+00 1.305163805816e-01 3.464333218888e-01 3.464333218888e-01
2.885000000001e+00 1.303719825467e-01 3.463140349402e-01 3.463140349402e-01
2.886000000001e+00 1.302277333819e-01 3.461948286162e-01 3.461948286162e-01
2.887000000001e+00 1.300836329541e-01 3.460757028382e-01 3.460757028382e-01
2.888000000001e+00 1.299396811302e-01 3.459566575277e-01 3.459566575277e-01
2.889000000001e+00 1.297958777772e-01 3.458376926064e-01 3.458376926064e-01
2.890000000001e+00 1.296522227619e-01 3.457188079959e-01 3.457188079959e-01
2.891000000001e+00 1.295087159517e-01 3.456000036182e-01 3.456000036182e-01
2.892000000001e+00 1.293653572136e-01 3.454812793950e-01 3.454812793950e-01
2.893000000001e+00 1.292221464149e-01 3.453626352485e-01 3.453626352485e-01
2.894000000001e+00 1.290790834230e-01 3.452440711006e-01 3.452440711006e-01
2.895000000001e+00 1.289361681053e-01 3.451255868737e-01 3.451255868737e-01
2.896000000001e+00 1.287934003292e-01 3.450071824900e-01 3.450071824900e-01
2.897000000001e+00 1.286507799625e-01 3.448888578720e-01 3.448888578720e-01
2.898000000001e+00 1.285083068726e-01 3.447706129420e-01 3.447706129420e-01
2.899000000001e+00 1.283659809275e-01 3.446524476226e-01 3.446524476226e-01
2.900000000001e+00 1.282238019948e-01 3.445343618367e-01 3.445343618367e-01
2.901000000001e+00 1.280817699425e-01 3.444163555068e-01 3.444163555068e-01
2.902000000001e+00 1.279398846385e-01 3.442984285558e-01 3.442984285558e-01
2.903000000001e+00 1.277981459509e-01 3.441805809068e-01 3.441805809068e-01
2.904000000001e+00 1.276565537479e-01 3.440628124827e-01 3.440628124827e-01
2.905000000001e+00 1.275151078975e-01 3.439451232067e-01 3.439451232067e-01
2.906000000001e+00 1.273738082682e-01 3.438275130021e-01 3.438275130021e-01
2.907000000001e+00 1.272326547283e-01 3.437099817921e-01 3.437099817921e-01
2.908000000001e+00 1.270916471462e-01 3.435925295001e-01 3.435925295001e-01
2.909000000001e+00 1.269507853905e-01 3.434751560498e-01 3.434751560498e-01
2.910000000001e+00 1.268100693297e-01 3.433578613646e-01 3.433578613646e-01
2.911000000001e+00 1.266694988325e-01 3.432406453683e-01 3.432406453683e-01
2.912000000001e+00 1.265290737677e-01 3.431235079847e-01 3.431235079847e-01
2.913000000001e+00 1.263887940041e-01 3.430064491376e-01 3.430064491376e-01
2.914000000001e+00 1.262486594107e-01 3.428894687510e-01 3.428894687510e-01
2.915000000001e+00 1.261086698564e-01 3.427725667490e-01 3.427725667490e-01
2.916000000001e+00 1.259688252104e-01 3.426557430558e-01 3.426557430558e-01
2.917000000001e+00 1.258291253417e-01 3.425389975956e-01 3.425389975956e-01
2.918000000001e+00 1.256895701196e-01 3.424223302926e-01 3.424223302926e-01
2.919000000001e+00 1.255501594134e-01 3.423057410715e-01 3.423057410715e-01
2.920000000001e+00 1.254108930926e-01 3.421892298566e-01 3.421892298566e-01
2.921000000001e+00 1.252717710265e-01 3.420727965727e-01 3.420727965727e-01
2.922000000001e+00 1.251327930847e-01 3.419564411443e-01 3.419564411443e-01
2.923000000001e+00 1.249939591369e-01 3.418401634964e-01 3.418401634964e-01
2.924000000001e+00 1.248552690528e-01 3.417239635537e-01 3.417239635537e-01
2.925000000001e+00 1.247167227022e-01 3.416078412413e-01 3.416078412413e-01
2.926000000001e+00 1.245783199549e-01 3.414917964843e-01 3.414917964843e-01
2.927000000001e+00 1.244400606808e-01 3.413758292078e-01 3.413758292078e-01
2.928000000001e+00 1.243019447501e-01 3.412599393370e-01 3.412599393370e-01
2.929000000001e+00 1.241639720328e-01 3.411441267973e-01 3.411441267973e-01
2.930000000001e+00 1.240261423991e-01 3.410283915141e-01 3.410283915141e-01
2.931000000001e+00 1.238884557193e-01 3.409127334130e-01 3.409127334130e-01
2.932000000001e+00 1.237509118637e-01 3.407971524195e-01 3.407971524195e-01
2.933000000001e+00 1.236135107028e-01 3.406816484594e-01 3.406816484594e-01
2.934000000001e+00 1.234762521070e-01 3.405662214584e-01 3.405662214584e-01
2.935000000001e+00 1.233391359470e-01 3.404508713425e-01 3.404508713425e-01
2.936000000001e+00 1.232021620933e-01 3.403355980375e-01 3.403355980375e-01
2.937000000001e+00 1.230653304169e-01 3.402204014697e-01 3.402204014697e-01
2.938000000001e+00 1.229286407884e-01 3.401052815650e-01 3.401052815650e-01
2.939000000001e+00 1.227920930789e-01 3.399902382497e-01 3.399902382497e-01
2.940000000001e+00 1.226556871592e-01 3.398752714502e-01 3.398752714502e-01
2.941000000001e+00 1.225194229005e-01 3.397603810929e-01 3.397603810929e-01
2.942000000001e+00 1.223833001738e-01 3.396455671043e-01 3.396455671043e-01
2.943000000001e+00 1.222473188506e-01 3.395308294109e-01 3.395308294109e-01
2.944000000001e+00 1.221114788019e-01 3.394161679395e-01 3.394161679395e-01
2.945000000001e+00 1.219757798993e-01 3.393015826169e-01 3.393015826169e-01
2.946000000001e+00 1.218402220142e-01 3.391870733698e-01 3.391870733698e-01
2.947000000001e+00 1.217048050182e-01 3.390726401252e-01 3.390726401252e-01
2.948000000001e+00 1.215695287828e-01 3.389582828102e-01 3.389582828102e-01
2.949000000001e+00 1.214343931798e-01 3.388440013519e-01 3.388440013519e-01
2.950000000001e+00 1.212993980810e-01 3.387297956775e-01 3.387297956775e-01
2.951000000001e+00 1.211645433583e-01 3.386156657142e-01 3.386156657142e-01
2.952000000001e+00 1.210298288836e-01 3.385016113895e-01 3.385016113895e-01
2.953000000001e+00 1.208952545289e-01 3.383876326309e-01 3.383876326309e-01
2.954000000001e+00 1.207608201664e-01 3.382737293658e-01 3.382737293658e-01
2.955000000001e+00 1.206265256683e-01 3.381599015220e-01 3.381599015220e-01
2.956000000001e+00 1.204923709067e-01 3.380461490272e-01 3.380461490272e-01
2.957000000001e+00 1.203583557542e-01 3.379324718092e-01 3.379324718092e-01
2.958000000001e+00 1.202244800831e-01 3.378188697959e-01 3.378188697959e-01
2.959000000001e+00 1.200907437659e-01 3.377053429152e-01 3.377053429152e-01
2.960000000001e+00 1.199571466753e-01 3.375918910954e-01 3.375918910954e-01
2.961000000001e+00 1.198236886839e-01 3.374785142645e-01 3.374785142645e-01
2.962000000001e+00 1.196903696645e-01 3.373652123507e-01 3.373652123507e-01
2.963000000001e+00 1.195571894899e-01 3.372519852825e-01 3.372519852825e-01
2.964000000001e+00 1.194241480331e-01 3.371388329883e-01 3.371388329883e-01
2.965000000001e+00 1.192912451670e-01 3.370257553965e-01 3.370257553965e-01
2.966000000001e+00 1.191584807647e-01 3.369127524358e-01 3.369127524358e-01
2.967000000001e+00 1.190258546995e-01 3.367998240348e-01 3.367998240348e-01
2.968000000001e+00 1.188933668445e-01 3.366869701223e-01 3.366869701223e-01
2.969000000001e+00 1.187610170731e-01 3.365741906272e-01 3.365741906272e-01
2.970000000001e+00 1.186288052587e-01 3.364614854784e-01 3.364614854784e-01
2.971000000001e+00 1.184967312747e-01 3.363488546049e-01 3.363488546049e-01
2.972000000001e+00 1.183647949948e-01 3.362362979358e-01 3.362362979358e-01
2.973000000001e+00 1.182329962926e-01 3.361238154004e-01 3.361238154004e-01
2.974000000001e+00 1.181013350419e-01 3.360114069279e-01 3.360114069279e-01
2.975000000001e+00 1.179698111164e-01 3.358990724476e-01 3.358990724476e-01
2.976000000001e+00 1.178384243900e-01 3.357868118891e-01 3.357868118891e-01
2.977000000001e+00 1.177071747368e-01 3.356746251817e-01 3.356746251817e-01
2.978000000001e+00 1.175760620308e-01 3.355625122553e-01 3.355625122553e-01
2.979000000001e+00 1.174450861461e-01 3.354504730394e-01 3.354504730394e-01
2.980000000001e+00 1.173142469570e-01 3.353385074639e-01 3.353385074639e-01
2.981000000001e+00 1.171835443377e-01 3.352266154586e-01 3.352266154586e-01
2.982000000001e+00 1.170529781627e-01 3.351147969534e-01 3.351147969534e-01
2.983000000001e+00 1.169225483064e-01 3.350030518785e-01 3.350030518785e-01
2.984000000001e+00 1.167922546434e-01 3.348913801639e-01 3.348913801639e-01
2.985000000001e+00 1.166620970482e-01 3.347797817398e-01 3.347797817398e-01
2.986000000001e+00 1.165320753957e-01 3.346682565365e-01 3.346682565365e-01
2.987000000001e+00 1.164021895606e-01 3.345568044845e-01 3.345568044845e-01
2.988000000001e+00 1.162724394177e-01 3.344454255140e-01 3.344454255140e-01
2.989000000001e+00 1.161428248421e-01 3.343341195558e-01 3.343341195558e-01
2.990000000001e+00 1.160133457087e-01 3.342228865404e-01 3.342228865404e-01
2.991000000001e+00 1.158840018927e-01 3.341117263984e-01 3.341117263984e-01
2.992000000001e+00 1.157547932694e-01 3.340006390608e-01 3.340006390608e-01
2.993000000001e+00 1.156257197139e-01 3.338896244583e-01 3.338896244583e-01
2.994000000001e+00 1.154967811017e-01 3.337786825220e-01 3.337786825220e-01
2.995000000001e+00 1.153679773081e-01 3.336678131828e-01 3.336678131828e-01
2.996000000001e+00 1.152393082088e-01 3.335570163718e-01 3.335570163718e-01
2.997000000001e+00 1.151107736793e-01 3.334462920204e-01 3.334462920204e-01
2.998000000001e+00 1.149823735954e-01 3.333356400596e-01 3.333356400596e-01
2.999000000001e+00 1.148541078328e-01 3.332250604210e-01 3.332250604210e-01
3.000000000001e+00 1.147259762673e-01 3.331145530359e-01 3.331145530359e-01
3.001000000001e+00 1.145979787749e-01 3.330041178359e-01 3.330041178359e-01
3.002000000001e+00 1.144701152317e-01 3.328937547526e-01 3.328937547526e-01
3.003000000001e+00 1.143423855137e-01 3.327834637177e-01 3.327834637177e-01
3.004000000001e+00 1.142147894971e-01 3.326732446629e-01 3.326732446629e-01
3.005000000001e+00 1.140873270582e-01 3.325630975201e-01 3.325630975201e-01
3.006000000001e+00 1.139599980733e-01 3.324530222213e-01 3.324530222213e-01
3.007000000001e+00 1.138328024189e-01 3.323430186984e-01 3.323430186984e-01
3.008000000001e+00 1.137057399715e-01 3.322330868835e-01 3.322330868835e-01
3.009000000001e+00 1.135788106076e-01 3.321232267089e-01 3.321232267089e-01
3.010000000001e+00 1.134520142040e-01 3.320134381067e-01 3.320134381067e-01
3.011000000001e+00 1.133253506375e-01 3.319037210094e-01 3.319037210094e-01
3.012000000001e+00 1.131988197848e-01 3.317940753493e-01 3.317940753493e-01
3.013000000001e+00 1.130724215228e-01 3.316845010589e-01 3.316845010589e-01
3.014000000001e+00 1.129461557287e-01 3.315749980708e-01 3.315749980708e-01
3.015000000001e+00 1.128200222794e-01 3.314655663178e-01 3.314655663178e-01
3.016000000001e+00 1.126940210522e-01 3.313562057324e-01 3.313562057324e-01
3.017000000001e+00 1.125681519243e-01 3.312469162476e-01 3.312469162476e-01
3.018000000001e+00 1.124424147731e-01 3.311376977962e-01 3.311376977962e-01
3.019000000001e+00 1.123168094759e-01 3.310285503112e-01 3.310285503112e-01
3.020000000001e+00 1.121913359103e-01 3.309194737257e-01 3.309194737257e-01
3.021000000001e+00 1.120659939538e-01 3.308104679728e-01 3.308104679728e-01
3.022000000001e+00 1.119407834841e-01 3.307015329857e-01 3.307015329857e-01
3.023000000001e+00 1.118157043790e-01 3.305926686978e-01 3.305926686978e-01
3.024000000001e+00 1.116907565163e-01 3.304838750424e-01 3.304838750424e-01
3.025000000001e+00 1.115659397739e-01 3.303751519529e-01 3.303751519529e-01
3.026000000001e+00 1.114412540298e-01 3.302664993630e-01 3.302664993630e-01
3.027000000001e+00 1.113166991621e-01 3.301579172061e-01 3.301579172061e-01
3.028000000001e+00 1.111922750490e-01 3.300494054161e-01 3.300494054161e-01
3.029000000001e+00 1.110679815686e-01 3.299409639266e-01 3.299409639266e-01
3.030000000001e+00 1.109438185993e-01 3.298325926716e-01 3.298325926716e-01
3.031000000001e+00 1.108197860196e-01 3.297242915849e-01 3.297242915849e-01
3.032000000001e+00 1.106958837078e-01 3.296160606006e-01 3.296160606006e-01
3.033000000001e+00 1.105721115427e-01 3.295078996527e-01 3.295078996527e-01
3.034000000001e+00 1.104484694027e-01 3.293998086754e-01 3.293998086754e-01
3.035000000001e+00 1.103249571668e-01 3.292917876030e-01 3.292917876030e-01
3.036000000001e+00 1.102015747137e-01 3.291838363698e-01 3.291838363698e-01
3.037000000001e+00 1.100783219222e-01 3.290759549102e-01 3.290759549102e-01
3.038000000001e+00 1.099551986715e-01 3.289681431585e-01 3.289681431585e-01
3.039000000001e+00 1.098322048405e-01 3.288604010495e-01 3.288604010495e-01
3.040000000001e+00 1.097093403084e-01 3.287527285178e-01 3.287527285178e-01
3.041000000001e+00 1.095866049545e-01 3.286451254979e-01 3.286451254979e-01
3.042000000001e+00 1.094639986580e-01 3.285375919248e-01 3.285375919248e-01
3.043000000001e+00 1.093415212984e-01 3.284301277333e-01 3.284301277333e-01
3.044000000001e+00 1.092191727552e-01 3.283227328583e-01 3.283227328583e-01
3.045000000001e+00 1.090969529078e-01 3.282154072348e-01 3.282154072348e-01
3.046000000001e+00 1.089748616360e-01 3.281081507980e-01 3.281081507980e-01
3.047000000001e+00 1.088528988195e-01 3.280009634830e-01 3.280009634830e-01
3.048000000001e+00 1.087310643381e-01 3.278938452251e-01 3.278938452251e-01
3.049000000001e+00 1.086093580717e-01 3.277867959595e-01 3.277867959595e-01
3.050000000001e+00 1.084877799003e-01 3.276798156217e-01 3.276798156217e-01
3.051000000001e+00 1.083663297039e-01 3.275729041472e-01 3.275729041472e-01
3.052000000001e+00 1.082450073627e-01 3.274660614714e-01 3.274660614714e-01
3.053000000001e+00 1.081238127569e-01 3.273592875301e-01 3.273592875301e-01
3.054000000001e+00 1.080027457668e-01 3.272525822590e-01 3.272525822590e-01
3.055000000001e+00 1.078818062729e-01 3.271459455937e-01 3.271459455937e-01
3.056000000001e+00 1.077609941555e-01 3.270393774703e-01 3.270393774703e-01
3.057000000001e+00 1.076403092953e-01 3.269328778245e-01 3.269328778245e-01
3.058000000001e+00 1.075197515729e-01 3.268264465925e-01 3.268264465925e-01
3.059000000001e+00 1.073993208690e-01 3.267200837103e-01 3.267200837103e-01
3.060000000001e+00 1.072790170644e-01 3.266137891140e-01 3.266137891140e-01
3.061000000001e+00 1.071588400400e-01 3.265075627400e-01 3.265075627400e-01
3.062000000001e+00 1.070387896768e-01 3.264014045245e-01 3.264014045245e-01
3.063000000001e+00 1.069188658559e-01 3.262953144038e-01 3.262953144038e-01
3.064000000001e+00 1.067990684583e-01 3.261892923145e-01 3.261892923145e-01
3.065000000001e+00 1.066793973653e-01 3.260833381931e-01 3.260833381931e-01
3.066000000001e+00 1.065598524583e-01 3.259774519762e-01 3.259774519762e-01
3.067000000001e+00 1.064404336185e-01 3.258716336005e-01 3.258716336005e-01
3.068000000001e+00 1.063211407275e-01 3.257658830027e-01 3.257658830027e-01
3.069000000001e+00 1.062019736668e-01 3.256602001197e-01 3.256602001197e-01
3.070000000001e+00 1.060829323181e-01 3.255545848884e-01 3.255545848884e-01
3.071000000001e+00 1.059640165630e-01 3.254490372457e-01 3.254490372457e-01
3.072000000001e+00 1.058452262834e-01 3.253435571288e-01 3.253435571288e-01
3.073000000001e+00 1.057265613612e-01 3.252381444747e-01 3.252381444747e-01
3.074000000001e+00 1.056080216783e-01 3.251327992207e-01 3.251327992207e-01
3.075000000001e+00 1.054896071168e-01 3.250275213040e-01 3.250275213040e-01
3.076000000001e+00 1.053713175588e-01 3.249223106621e-01 3.249223106621e-01
3.077000000001e+00 1.052531528866e-01 3.248171672322e-01 3.248171672322e-01
3.078000000001e+00 1.051351129823e-01 3.247120909520e-01 3.247120909520e-01
3.079000000001e+00 1.050171977285e-01 3.246070817589e-01 3.246070817589e-01
3.080000000001e+00 1.048994070076e-01 3.245021395907e-01 3.245021395907e-01
3.081000000001e+00 1.047817407021e-01 3.243972643851e-01 3.243972643851e-01
3.082000000001e+00 1.046641986947e-01 3.242924560798e-01 3.242924560798e-01
3.083000000001e+00 1.045467808680e-01 3.241877146127e-01 3.241877146127e-01
3.084000000001e+00 1.044294871049e-01 3.240830399218e-01 3.240830399218e-01
3.085000000001e+00 1.043123172883e-01 3.239784319450e-01 3.239784319450e-01
3.086000000001e+00 1.041952713011e-01 3.238738906205e-01 3.238738906205e-01
3.087000000001e+00 1.040783490264e-01 3.237694158865e-01 3.237694158865e-01
3.088000000001e+00 1.039615503473e-01 3.236650076811e-01 3.236650076811e-01
3.089000000001e+00 1.038448751470e-01 3.235606659426e-01 3.235606659426e-01
3.090000000001e+00 1.037283233088e-01 3.234563906094e-01 3.234563906094e-01
3.091000000001e+00 1.036118947160e-01 3.233521816201e-01 3.233521816201e-01
3.092000000001e+00 1.034955892523e-01 3.232480389130e-01 3.232480389130e-01
3.093000000001e+00 1.033794068010e-01 3.231439624268e-01 3.231439624268e-01
3.094000000001e+00 1.032633472459e-01 3.230399521002e-01 3.230399521002e-01
3.095000000001e+00 1.031474104706e-01 3.229360078718e-01 3.229360078718e-01
3.096000000001e+00 1.030315963589e-01 3.228321296806e-01 3.228321296806e-01
3.097000000001e+00 1.029159047947e-01 3.227283174653e-01 3.227283174653e-01
3.098000000001e+00 1.028003356620e-01 3.226245711649e-01 3.226245711649e-01
3.099000000001e+00 1.026848888449e-01 3.225208907185e-01 3.225208907185e-01
3.100000000001e+00 1.025695642273e-01 3.224172760652e-01 3.224172760652e-01
3.101000000001e+00 1.024543616937e-01 3.223137271440e-01 3.223137271440e-01
3.102000000001e+00 1.023392811281e-01 3.222102438944e-01 3.222102438944e-01
3.103000000001e+00 1.022243224151e-01 3.221068262554e-01 3.221068262554e-01
3.104000000001e+00 1.021094854391e-01 3.220034741666e-01 3.220034741666e-01
3.105000000001e+00 1.019947700846e-01 3.219001875674e-01 3.219001875674e-01
3.106000000001e+00 1.018801762362e-01 3.217969663973e-01 3.217969663973e-01
3.107000000001e+00 1.017657037787e-01 3.216938105960e-01 3.216938105960e-01
3.108000000001e+00 1.016513525968e-01 3.215907201029e-01 3.215907201029e-01
3.109000000001e+00 1.015371225755e-01 3.214876948580e-01 3.214876948580e-01
3.110000000001e+00 1.014230135996e-01 3.213847348010e-01 3.213847348010e-01
3.111000000001e+00 1.013090255542e-01 3.212818398718e-01 3.212818398718e-01
3.112000000001e+00 1.011951583245e-01 3.211790100102e-01 3.211790100102e-01
3.113000000001e+00 1.010814117957e-01 3.210762451565e-01 3.210762451565e-01
3.114000000001e+00 1.009677858530e-01 3.209735452505e-01 3.209735452505e-01
3.115000000001e+00 1.008542803818e-01 3.208709102325e-01 3.208709102325e-01
3.116000000001e+00 1.007408952675e-01 3.207683400427e-01 3.207683400427e-01
3.117000000001e+00 1.006276303958e-01 3.206658346215e-01 3.206658346215e-01
3.118000000001e+00 1.005144856522e-01 3.205633939090e-01 3.205633939090e-01
3.119000000001e+00 1.004014609224e-01 3.204610178459e-01 3.204610178459e-01
3.120000000001e+00 1.002885560922e-01 3.203587063726e-01 3.203587063726e-01
3.121000000001e+00 1.001757710476e-01 3.202564594297e-01 3.202564594297e-01
3.122000000001e+00 1.000631056744e-01 3.201542769577e-01 3.201542769577e-01
3.123000000001e+00 9.995055985861e-02 3.200521588975e-01 3.200521588975e-01
3.124000000001e+00 9.983813348647e-02 3.199501051898e-01 3.199501051898e-01
3.125000000001e+00 9.972582644414e-02 3.198481157755e-01 3.198481157755e-01
3.126000000001e+00 9.961363861790e-02 3.197461905954e-01 3.197461905954e-01
3.127000000001e+00 9.950156989412e-02 3.196443295906e-01 3.196443295906e-01
3.128000000001e+00 9.938962015925e-02 3.195425327021e-01 3.195425327021e-01
3.129000000001e+00 9.927778929982e-02 3.194407998711e-01 3.194407998711e-01
3.130000000001e+00 9.916607720246e-02 3.193391310387e-01 3.193391310387e-01
3.131000000001e+00 9.905448375387e-02 3.192375261462e-01 3.192375261462e-01
3.132000000001e+00 9.894300884082e-02 3.191359851350e-01 3.191359851350e-01
3.133000000001e+00 9.883165235019e-02 3.190345079464e-01 3.190345079464e-01
3.134000000001e+00 9.872041416893e-02 3.189330945219e-01 3.189330945219e-01
3.135000000001e+00 9.860929418406e-02 3.188317448030e-01 3.188317448030e-01
3.136000000001e+00 9.849829228271e-02 3.187304587314e-01 3.187304587314e-01
3.137000000001e+00 9.838740835208e-02 3.186292362487e-01 3.186292362487e-01
3.138000000001e+00 9.827664227944e-02 3.185280772966e-01 3.185280772966e-01
3.139000000001e+00 9.816599395216e-02 3.184269818170e-01 3.184269818170e-01
3.140000000001e+00 9.805546325769e-02 3.183259497517e-01 3.183259497517e-01
3.141000000001e+00 9.794505008355e-02 3.182249810427e-01 3.182249810427e-01
3.142000000001e+00 9.783475431737e-02 3.181240756320e-01 3.181240756320e-01
3.143000000001e+00 9.772457584684e-02 3.180232334617e-01 3.180232334617e-01
3.144000000001e+00 9.761451455973e-02 3.179224544739e-01 3.179224544739e-01
3.145000000001e+00 9.750457034392e-02 3.178217386108e-01 3.178217386108e-01
3.146000000001e+00 9.739474308734e-02 3.177210858147e-01 3.177210858147e-01
3.147000000001e+00 9.728503267802e-02 3.176204960279e-01 3.176204960279e-01
3.148000000001e+00 9.717543900408e-02 3.175199691929e-01 3.175199691929e-01
3.149000000001e+00 9.706596195371e-02 3.174195052522e-01 3.174195052522e-01
3.150000000001e+00 9.695660141518e-02 3.173191041482e-01 3.173191041482e-01
3.151000000001e+00 9.684735727685e-02 3.172187658237e-01 3.172187658237e-01
3.152000000001e+00 9.673822942717e-02 3.171184902212e-01 3.171184902212e-01
3.153000000001e+00 9.662921775467e-02 3.170182772835e-01 3.170182772835e-01
3.154000000001e+00 9.652032214794e-02 3.169181269535e-01 3.169181269535e-01
3.155000000001e+00 9.641154249569e-02 3.168180391740e-01 3.168180391740e-01
3.156000000001e+00 9.630287868668e-02 3.167180138880e-01 3.167180138880e-01
3.157000000001e+00 9.619433060977e-02 3.166180510385e-01 3.166180510385e-01
3.158000000001e+00 9.608589815390e-02 3.165181505685e-01 3.165181505685e-01
3.159000000001e+00 9.597758120810e-02 3.164183124212e-01 3.164183124212e-01
3.160000000001e+00 9.586937966146e-02 3.163185365398e-01 3.163185365398e-01
3.161000000001e+00 9.576129340318e-02 3.162188228677e-01 3.162188228677e-01
3.162000000001e+00 9.565332232253e-02 3.161191713480e-01 3.161191713480e-01
3.163000000001e+00 9.554546630886e-02 3.160195819243e-01 3.160195819243e-01
3.164000000001e+00 9.543772525160e-02 3.159200545400e-01 3.159200545400e-01
3.165000000001e+00 9.533009904028e-02 3.158205891386e-01 3.158205891386e-01
3.166000000001e+00 9.522258756449e-02 3.157211856638e-01 3.157211856638e-01
3.167000000001e+00 9.511519071392e-02 3.156218440592e-01 3.156218440592e-01
3.168000000001e+00 9.500790837834e-02 3.155225642685e-01 3.155225642685e-01
3.169000000001e+00 9.490074044760e-02 3.154233462356e-01 3.154233462356e-01
3.170000000001e+00 9.479368681163e-02 3.153241899043e-01 3.153241899043e-01
3.171000000001e+00 9.468674736044e-02 3.152250952186e-01 3.152250952186e-01
3.172000000001e+00 9.457992198413e-02 3.151260621224e-01 3.151260621224e-01
3.173000000001e+00 9.447321057289e-02 3.150270905597e-01 3.150270905597e-01
3.174000000001e+00 9.436661301697e-02 3.149281804748e-01 3.149281804748e-01
3.175000000001e+00 9.426012920672e-02 3.148293318118e-01 3.148293318118e-01
3.176000000001e+00 9.415375903257e-02 3.147305445150e-01 3.147305445150e-01
3.177000000001e+00 9.404750238503e-02 3.146318185286e-01 3.146318185286e-01
3.178000000001e+00 9.394135915470e-02 3.145331537971e-01 3.145331537971e-01
3.179000000001e+00 9.383532923224e-02 3.144345502648e-01 3.144345502648e-01
3.180000000001e+00 9.372941250842e-02 3.143360078764e-01 3.143360078764e-01
3.181000000001e+00 9.362360887408e-02 3.142375265764e-01 3.142375265764e-01
3.182000000001e+00 9.351791822015e-02 3.141391063094e-01 3.141391063094e-01
3.183000000001e+00 9.341234043762e-02 3.140407470200e-01 3.140407470200e-01
3.184000000001e+00 9.330687541759e-02 3.139424486532e-01 3.139424486532e-01
3.185000000001e+00 9.320152305123e-02 3.138442111537e-01 3.138442111537e-01
3.186000000001e+00 9.309628322980e-02 3.137460344664e-01 3.137460344664e-01
3.187000000001e+00 9.299115584462e-02 3.136479185362e-01 3.136479185362e-01
3.188000000001e+00 9.288614078712e-02 3.135498633083e-01 3.135498633083e-01
3.189000000001e+00 9.278123794880e-02 3.134518687275e-01 3.134518687275e-01
3.190000000001e+00 9.267644722124e-02 3.133539347392e-01 3.133539347392e-01
3.191000000001e+00 9.257176849611e-02 3.132560612885e-01 3.132560612885e-01
3.192000000001e+00 9.246720166516e-02 3.131582483207e-01 3.131582483207e-01
3.193000000001e+00 9.236274662022e-02 3.130604957811e-01 3.130604957811e-01
3.194000000001e+00 9.225840325319e-02 3.129628036151e-01 3.129628036151e-01
3.195000000001e+00 9.215417145609e-02 3.128651717682e-01 3.128651717682e-01
3.196000000001e+00 9.205005112098e-02 3.127676001859e-01 3.127676001859e-01
3.197000000001e+00 9.194604214003e-02 3.126700888138e-01 3.126700888138e-01
3.198000000001e+00 9.184214440547e-02 3.125726375975e-01 3.125726375975e-01
3.199000000001e+00 9.173835780964e-02 3.124752464828e-01 3.124752464828e-01
3.200000000001e+00 9.163468224493e-02 3.123779154154e-01 3.123779154154e-01
3.201000000001e+00 9.153111760385e-02 3.122806443412e-01 3.122806443412e-01
3.202000000001e+00 9.142766377896e-02 3.121834332060e-01 3.121834332060e-01
