# r  u  V_H  V_eff
3.203000000001e+00 9.132432066292e-02 3.120862819558e-01 3.120862819558e-01
3.204000000001e+00 9.122108814845e-02 3.119891905367e-01 3.119891905367e-01
3.205000000001e+00 9.111796612839e-02 3.118921588947e-01 3.118921588947e-01
3.206000000001e+00 9.101495449563e-02 3.117951869759e-01 3.117951869759e-01
3.207000000001e+00 9.091205314316e-02 3.116982747267e-01 3.116982747267e-01
3.208000000001e+00 9.080926196404e-02 3.116014220932e-01 3.116014220932e-01
3.209000000001e+00 9.070658085141e-02 3.115046290217e-01 3.115046290217e-01
3.210000000001e+00 9.060400969851e-02 3.114078954588e-01 3.114078954588e-01
3.211000000001e+00 9.050154839864e-02 3.113112213507e-01 3.113112213507e-01
3.212000000001e+00 9.039919684521e-02 3.112146066442e-01 3.112146066442e-01
3.213000000001e+00 9.029695493169e-02 3.111180512856e-01 3.111180512856e-01
3.214000000001e+00 9.019482255164e-02 3.110215552217e-01 3.110215552217e-01
3.215000000001e+00 9.009279959868e-02 3.109251183992e-01 3.109251183992e-01
3.216000000001e+00 8.999088596656e-02 3.108287407648e-01 3.108287407648e-01
3.217000000001e+00 8.988908154907e-02 3.107324222653e-01 3.107324222653e-01
3.218000000001e+00 8.978738624009e-02 3.106361628477e-01 3.106361628477e-01
3.219000000001e+00 8.968579993361e-02 3.105399624588e-01 3.105399624588e-01
3.220000000001e+00 8.958432252365e-02 3.104438210457e-01 3.104438210457e-01
3.221000000001e+00 8.948295390437e-02 3.103477385555e-01 3.103477385555e-01
3.222000000001e+00 8.938169396997e-02 3.102517149352e-01 3.102517149352e-01
3.223000000001e+00 8.928054261474e-02 3.101557501321e-01 3.101557501321e-01
3.224000000001e+00 8.917949973307e-02 3.100598440934e-01 3.100598440934e-01
3.225000000001e+00 8.907856521942e-02 3.099639967664e-01 3.099639967664e-01
3.226000000001e+00 8.897773896832e-02 3.098682080985e-01 3.098682080985e-01
3.227000000001e+00 8.887702087440e-02 3.097724780371e-01 3.097724780371e-01
3.228000000001e+00 8.877641083236e-02 3.096768065297e-01 3.096768065297e-01
3.229000000001e+00 8.867590873700e-02 3.095811935239e-01 3.095811935239e-01
3.230000000001e+00 8.857551448318e-02 3.094856389671e-01 3.094856389671e-01
3.231000000001e+00 8.847522796585e-02 3.093901428073e-01 3.093901428073e-01
3.232000000001e+00 8.837504908004e-02 3.092947049919e-01 3.092947049919e-01
3.233000000001e+00 8.827497772087e-02 3.091993254689e-01 3.091993254689e-01
3.234000000001e+00 8.817501378353e-02 3.091040041861e-01 3.091040041861e-01
3.235000000001e+00 8.807515716331e-02 3.090087410914e-01 3.090087410914e-01
3.236000000001e+00 8.797540775555e-02 3.089135361327e-01 3.089135361327e-01
3.237000000001e+00 8.787576545571e-02 3.088183892581e-01 3.088183892581e-01
3.238000000001e+00 8.777623015930e-02 3.087233004157e-01 3.087233004157e-01
3.239000000001e+00 8.767680176192e-02 3.086282695536e-01 3.086282695536e-01
3.240000000001e+00 8.757748015927e-02 3.085332966200e-01 3.085332966200e-01
3.241000000001e+00 8.747826524711e-02 3.084383815632e-01 3.084383815632e-01
3.242000000001e+00 8.737915692129e-02 3.083435243315e-01 3.083435243315e-01
3.243000000001e+00 8.728015507774e-02 3.082487248732e-01 3.082487248732e-01
3.244000000001e+00 8.718125961247e-02 3.081539831369e-01 3.081539831369e-01
3.245000000001e+00 8.708247042158e-02 3.080592990710e-01 3.080592990710e-01
3.246000000001e+00 8.698378740123e-02 3.079646726241e-01 3.079646726241e-01
3.247000000001e+00 8.688521044769e-02 3.078701037448e-01 3.078701037448e-01
3.248000000001e+00 8.678673945730e-02 3.077755923817e-01 3.077755923817e-01
3.249000000001e+00 8.668837432646e-02 3.076811384837e-01 3.076811384837e-01
3.250000000001e+00 8.659011495169e-02 3.075867419994e-01 3.075867419994e-01
3.251000000001e+00 8.649196122957e-02 3.074924028778e-01 3.074924028778e-01
3.252000000001e+00 8.639391305676e-02 3.073981210677e-01 3.073981210677e-01
3.253000000001e+00 8.629597033000e-02 3.073038965181e-01 3.073038965181e-01
3.254000000001e+00 8.619813294612e-02 3.072097291781e-01 3.072097291781e-01
3.255000000001e+00 8.610040080202e-02 3.071156189966e-01 3.071156189966e-01
3.256000000001e+00 8.600277379470e-02 3.070215659230e-01 3.070215659230e-01
3.257000000001e+00 8.590525182123e-02 3.069275699063e-01 3.069275699063e-01
3.258000000001e+00 8.580783477875e-02 3.068336308958e-01 3.068336308958e-01
3.259000000001e+00 8.571052256450e-02 3.067397488408e-01 3.067397488408e-01
3.260000000001e+00 8.561331507579e-02 3.066459236907e-01 3.066459236907e-01
3.261000000001e+00 8.551621221002e-02 3.065521553950e-01 3.065521553950e-01
3.262000000001e+00 8.541921386466e-02 3.064584439030e-01 3.064584439030e-01
3.263000000001e+00 8.532231993727e-02 3.063647891644e-01 3.063647891644e-01
3.264000000001e+00 8.522553032549e-02 3.062711911288e-01 3.062711911288e-01
3.265000000001e+00 8.512884492703e-02 3.061776497457e-01 3.061776497457e-01
3.266000000001e+00 8.503226363970e-02 3.060841649650e-01 3.060841649650e-01
3.267000000001e+00 8.493578636137e-02 3.059907367364e-01 3.059907367364e-01
3.268000000001e+00 8.483941299001e-02 3.058973650097e-01 3.058973650097e-01
3.269000000001e+00 8.474314342366e-02 3.058040497348e-01 3.058040497348e-01
3.270000000001e+00 8.464697756045e-02 3.057107908617e-01 3.057107908617e-01
3.271000000001e+00 8.455091529858e-02 3.056175883403e-01 3.056175883403e-01
3.272000000001e+00 8.445495653634e-02 3.055244421207e-01 3.055244421207e-01
3.273000000001e+00 8.435910117209e-02 3.054313521530e-01 3.054313521530e-01
3.274000000001e+00 8.426334910427e-02 3.053383183875e-01 3.053383183875e-01
3.275000000001e+00 8.416770023143e-02 3.052453407742e-01 3.052453407742e-01
3.276000000001e+00 8.407215445217e-02 3.051524192636e-01 3.051524192636e-01
3.277000000001e+00 8.397671166517e-02 3.050595538059e-01 3.050595538059e-01
3.278000000001e+00 8.388137176921e-02 3.049667443515e-01 3.049667443515e-01
3.279000000001e+00 8.378613466314e-02 3.048739908509e-01 3.048739908509e-01
3.280000000001e+00 8.369100024590e-02 3.047812932546e-01 3.047812932546e-01
3.281000000001e+00 8.359596841649e-02 3.046886515131e-01 3.046886515131e-01
3.282000000001e+00 8.350103907400e-02 3.045960655771e-01 3.045960655771e-01
3.283000000001e+00 8.340621211762e-02 3.045035353973e-01 3.045035353973e-01
3.284000000001e+00 8.331148744660e-02 3.044110609243e-01 3.044110609243e-01
3.285000000001e+00 8.321686496027e-02 3.043186421090e-01 3.043186421090e-01
3.286000000001e+00 8.312234455805e-02 3.042262789022e-01 3.042262789022e-01
3.287000000001e+00 8.302792613944e-02 3.041339712549e-01 3.041339712549e-01
3.288000000001e+00 8.293360960401e-02 3.040417191178e-01 3.040417191178e-01
3.289000000001e+00 8.283939485142e-02 3.039495224422e-01 3.039495224422e-01
3.290000000001e+00 8.274528178141e-02 3.038573811789e-01 3.038573811789e-01
3.291000000001e+00 8.265127029379e-02 3.037652952792e-01 3.037652952792e-01
3.292000000001e+00 8.255736028847e-02 3.036732646943e-01 3.036732646943e-01
3.293000000001e+00 8.246355166542e-02 3.035812893752e-01 3.035812893752e-01
3.294000000001e+00 8.236984432471e-02 3.034893692735e-01 3.034893692735e-01
3.295000000001e+00 8.227623816647e-02 3.033975043403e-01 3.033975043403e-01
3.296000000001e+00 8.218273309093e-02 3.033056945270e-01 3.033056945270e-01
3.297000000001e+00 8.208932899838e-02 3.032139397852e-01 3.032139397852e-01
3.298000000001e+00 8.199602578921e-02 3.031222400663e-01 3.031222400663e-01
3.299000000001e+00 8.190282336387e-02 3.030305953219e-01 3.030305953219e-01
3.300000000001e+00 8.180972162292e-02 3.029390055036e-01 3.029390055036e-01
3.301000000001e+00 8.171672046696e-02 3.028474705631e-01 3.028474705631e-01
3.302000000001e+00 8.162381979670e-02 3.027559904521e-01 3.027559904521e-01
3.303000000001e+00 8.153101951293e-02 3.026645651223e-01 3.026645651223e-01
3.304000000001e+00 8.143831951650e-02 3.025731945256e-01 3.025731945256e-01
3.305000000001e+00 8.134571970836e-02 3.024818786139e-01 3.024818786139e-01
3.306000000001e+00 8.125321998953e-02 3.023906173391e-01 3.023906173391e-01
3.307000000001e+00 8.116082026111e-02 3.022994106533e-01 3.022994106533e-01
3.308000000001e+00 8.106852042428e-02 3.022082585084e-01 3.022082585084e-01
3.309000000001e+00 8.097632038031e-02 3.021171608565e-01 3.021171608565e-01
3.310000000001e+00 8.088422003053e-02 3.020261176499e-01 3.020261176499e-01
3.311000000001e+00 8.079221927637e-02 3.019351288408e-01 3.019351288408e-01
3.312000000001e+00 8.070031801934e-02 3.018441943813e-01 3.018441943813e-01
3.313000000001e+00 8.060851616100e-02 3.017533142238e-01 3.017533142238e-01
3.314000000001e+00 8.051681360303e-02 3.016624883208e-01 3.016624883208e-01
3.315000000001e+00 8.042521024716e-02 3.015717166245e-01 3.015717166245e-01
3.316000000001e+00 8.033370599522e-02 3.014809990875e-01 3.014809990875e-01
3.317000000001e+00 8.024230074911e-02 3.013903356624e-01 3.013903356624e-01
3.318000000001e+00 8.015099441080e-02 3.012997263016e-01 3.012997263016e-01
3.319000000001e+00 8.005978688236e-02 3.012091709579e-01 3.012091709579e-01
3.320000000001e+00 7.996867806592e-02 3.011186695839e-01 3.011186695839e-01
3.321000000001e+00 7.987766786371e-02 3.010282221324e-01 3.010282221324e-01
3.322000000001e+00 7.978675617803e-02 3.009378285562e-01 3.009378285562e-01
3.323000000001e+00 7.969594291125e-02 3.008474888081e-01 3.008474888081e-01
3.324000000001e+00 7.960522796584e-02 3.007572028410e-01 3.007572028410e-01
3.325000000001e+00 7.951461124433e-02 3.006669706079e-01 3.006669706079e-01
3.326000000001e+00 7.942409264933e-02 3.005767920618e-01 3.005767920618e-01
3.327000000001e+00 7.933367208355e-02 3.004866671558e-01 3.004866671558e-01
3.328000000001e+00 7.924334944975e-02 3.003965958429e-01 3.003965958429e-01
3.329000000001e+00 7.915312465081e-02 3.003065780763e-01 3.003065780763e-01
3.330000000001e+00 7.906299758964e-02 3.002166138094e-01 3.002166138094e-01
3.331000000001e+00 7.897296816928e-02 3.001267029952e-01 3.001267029952e-01
3.332000000001e+00 7.888303629280e-02 3.000368455872e-01 3.000368455872e-01
3.333000000001e+00 7.879320186338e-02 2.999470415387e-01 2.999470415387e-01
3.334000000001e+00 7.870346478427e-02 2.998572908032e-01 2.998572908032e-01
3.335000000001e+00 7.861382495882e-02 2.997675933341e-01 2.997675933341e-01
3.336000000001e+00 7.852428229042e-02 2.996779490850e-01 2.996779490850e-01
3.337000000001e+00 7.843483668256e-02 2.995883580095e-01 2.995883580095e-01
3.338000000001e+00 7.834548803882e-02 2.994988200611e-01 2.994988200611e-01
3.339000000001e+00 7.825623626285e-02 2.994093351937e-01 2.994093351937e-01
3.340000000001e+00 7.816708125837e-02 2.993199033608e-01 2.993199033608e-01
3.341000000001e+00 7.807802292918e-02 2.992305245164e-01 2.992305245164e-01
3.342000000001e+00 7.798906117917e-02 2.991411986142e-01 2.991411986142e-01
3.343000000001e+00 7.790019591232e-02 2.990519256082e-01 2.990519256082e-01
3.344000000001e+00 7.781142703265e-02 2.989627054523e-01 2.989627054523e-01
3.345000000001e+00 7.772275444429e-02 2.988735381004e-01 2.988735381004e-01
3.346000000001e+00 7.763417805145e-02 2.987844235068e-01 2.987844235068e-01
3.347000000001e+00 7.754569775840e-02 2.986953616254e-01 2.986953616254e-01
3.348000000001e+00 7.745731346951e-02 2.986063524104e-01 2.986063524104e-01
3.349000000001e+00 7.736902508920e-02 2.985173958160e-01 2.985173958160e-01
3.350000000001e+00 7.728083252200e-02 2.984284917964e-01 2.984284917964e-01
3.351000000001e+00 7.719273567250e-02 2.983396403061e-01 2.983396403061e-01
3.352000000001e+00 7.710473444538e-02 2.982508412993e-01 2.982508412993e-01
3.353000000001e+00 7.701682874539e-02 2.981620947304e-01 2.981620947304e-01
3.354000000001e+00 7.692901847736e-02 2.980734005539e-01 2.980734005539e-01
3.355000000001e+00 7.684130354619e-02 2.979847587243e-01 2.979847587243e-01
3.356000000001e+00 7.675368385689e-02 2.978961691962e-01 2.978961691962e-01
3.357000000001e+00 7.666615931451e-02 2.978076319241e-01 2.978076319241e-01
3.358000000001e+00 7.657872982420e-02 2.977191468628e-01 2.977191468628e-01
3.359000000001e+00 7.649139529118e-02 2.976307139670e-01 2.976307139670e-01
3.360000000001e+00 7.640415562077e-02 2.975423331914e-01 2.975423331914e-01
3.361000000001e+00 7.631701071833e-02 2.974540044908e-01 2.974540044908e-01
3.362000000001e+00 7.622996048934e-02 2.973657278200e-01 2.973657278200e-01
3.363000000001e+00 7.614300483932e-02 2.972775031341e-01 2.972775031341e-01
3.364000000001e+00 7.605614367389e-02 2.971893303880e-01 2.971893303880e-01
3.365000000001e+00 7.596937689875e-02 2.971012095367e-01 2.971012095367e-01
3.366000000001e+00 7.588270441967e-02 2.970131405352e-01 2.970131405352e-01
3.367000000001e+00 7.579612614251e-02 2.969251233386e-01 2.969251233386e-01
3.368000000001e+00 7.570964197318e-02 2.968371579022e-01 2.968371579022e-01
3.369000000001e+00 7.562325181771e-02 2.967492441811e-01 2.967492441811e-01
3.370000000001e+00 7.553695558217e-02 2.966613821307e-01 2.966613821307e-01
3.371000000001e+00 7.545075317272e-02 2.965735717061e-01 2.965735717061e-01
3.372000000001e+00 7.536464449562e-02 2.964858128629e-01 2.964858128629e-01
3.373000000001e+00 7.527862945718e-02 2.963981055563e-01 2.963981055563e-01
3.374000000001e+00 7.519270796380e-02 2.963104497419e-01 2.963104497419e-01
3.375000000001e+00 7.510687992195e-02 2.962228453752e-01 2.962228453752e-01
3.376000000001e+00 7.502114523819e-02 2.961352924117e-01 2.961352924117e-01
3.377000000001e+00 7.493550381916e-02 2.960477908070e-01 2.960477908070e-01
3.378000000001e+00 7.484995557155e-02 2.959603405169e-01 2.959603405169e-01
3.379000000001e+00 7.476450040216e-02 2.958729414969e-01 2.958729414969e-01
3.380000000001e+00 7.467913821786e-02 2.957855937030e-01 2.957855937030e-01
3.381000000001e+00 7.459386892558e-02 2.956982970908e-01 2.956982970908e-01
3.382000000001e+00 7.450869243236e-02 2.956110516162e-01 2.956110516162e-01
3.383000000001e+00 7.442360864528e-02 2.955238572352e-01 2.955238572352e-01
3.384000000001e+00 7.433861747153e-02 2.954367139037e-01 2.954367139037e-01
3.385000000001e+00 7.425371881836e-02 2.953496215777e-01 2.953496215777e-01
3.386000000001e+00 7.416891259309e-02 2.952625802132e-01 2.952625802132e-01
3.387000000001e+00 7.408419870315e-02 2.951755897664e-01 2.951755897664e-01
3.388000000001e+00 7.399957705602e-02 2.950886501934e-01 2.950886501934e-01
3.389000000001e+00 7.391504755926e-02 2.950017614504e-01 2.950017614504e-01
3.390000000001e+00 7.383061012052e-02 2.949149234936e-01 2.949149234936e-01
3.391000000001e+00 7.374626464751e-02 2.948281362794e-01 2.948281362794e-01
3.392000000001e+00 7.366201104803e-02 2.947413997641e-01 2.947413997641e-01
3.393000000001e+00 7.357784922996e-02 2.946547139040e-01 2.946547139040e-01
3.394000000001e+00 7.349377910124e-02 2.945680786557e-01 2.945680786557e-01
3.395000000001e+00 7.340980056992e-02 2.944814939756e-01 2.944814939756e-01
3.396000000001e+00 7.332591354409e-02 2.943949598202e-01 2.943949598202e-01
3.397000000001e+00 7.324211793194e-02 2.943084761461e-01 2.943084761461e-01
3.398000000001e+00 7.315841364173e-02 2.942220429100e-01 2.942220429100e-01
3.399000000001e+00 7.307480058179e-02 2.941356600686e-01 2.941356600686e-01
3.400000000001e+00 7.299127866055e-02 2.940493275785e-01 2.940493275785e-01
3.401000000001e+00 7.290784778650e-02 2.939630453965e-01 2.939630453965e-01
3.402000000001e+00 7.282450786820e-02 2.938768134796e-01 2.938768134796e-01
3.403000000001e+00 7.274125881430e-02 2.937906317844e-01 2.937906317844e-01
3.404000000001e+00 7.265810053353e-02 2.937045002681e-01 2.937045002681e-01
3.405000000001e+00 7.257503293469e-02 2.936184188874e-01 2.936184188874e-01
3.406000000001e+00 7.249205592665e-02 2.935323875995e-01 2.935323875995e-01
3.407000000001e+00 7.240916941838e-02 2.934464063614e-01 2.934464063614e-01
3.408000000001e+00 7.232637331889e-02 2.933604751302e-01 2.933604751302e-01
3.409000000001e+00 7.224366753731e-02 2.932745938631e-01 2.932745938631e-01
3.410000000001e+00 7.216105198281e-02 2.931887625172e-01 2.931887625172e-01
3.411000000001e+00 7.207852656466e-02 2.931029810499e-01 2.931029810499e-01
3.412000000001e+00 7.199609119220e-02 2.930172494184e-01 2.930172494184e-01
3.413000000001e+00 7.191374577484e-02 2.929315675801e-01 2.929315675801e-01
3.414000000001e+00 7.183149022207e-02 2.928459354923e-01 2.928459354923e-01
3.415000000001e+00 7.174932444347e-02 2.927603531126e-01 2.927603531126e-01
3.416000000001e+00 7.166724834867e-02 2.926748203983e-01 2.926748203983e-01
3.417000000001e+00 7.158526184741e-02 2.925893373070e-01 2.925893373070e-01
3.418000000001e+00 7.150336484948e-02 2.925039037964e-01 2.925039037964e-01
3.419000000001e+00 7.142155726476e-02 2.924185198239e-01 2.924185198239e-01
3.420000000001e+00 7.133983900319e-02 2.923331853474e-01 2.923331853474e-01
3.421000000001e+00 7.125820997481e-02 2.922479003245e-01 2.922479003245e-01
3.422000000001e+00 7.117667008972e-02 2.921626647129e-01 2.921626647129e-01
3.423000000001e+00 7.109521925810e-02 2.920774784706e-01 2.920774784706e-01
3.424000000001e+00 7.101385739021e-02 2.919923415553e-01 2.919923415553e-01
3.425000000001e+00 7.093258439638e-02 2.919072539250e-01 2.919072539250e-01
3.426000000001e+00 7.085140018703e-02 2.918222155376e-01 2.918222155376e-01
3.427000000001e+00 7.077030467263e-02 2.917372263512e-01 2.917372263512e-01
3.428000000001e+00 7.068929776375e-02 2.916522863236e-01 2.916522863236e-01
3.429000000001e+00 7.060837937103e-02 2.915673954132e-01 2.915673954132e-01
3.430000000001e+00 7.052754940519e-02 2.914825535779e-01 2.914825535779e-01
3.431000000001e+00 7.044680777701e-02 2.913977607760e-01 2.913977607760e-01
3.432000000001e+00 7.036615439737e-02 2.913130169656e-01 2.913130169656e-01
3.433000000001e+00 7.028558917719e-02 2.912283221052e-01 2.912283221052e-01
3.434000000001e+00 7.020511202751e-02 2.911436761529e-01 2.911436761529e-01
3.435000000001e+00 7.012472285942e-02 2.910590790672e-01 2.910590790672e-01
3.436000000001e+00 7.004442158409e-02 2.909745308065e-01 2.909745308065e-01
3.437000000001e+00 6.996420811276e-02 2.908900313292e-01 2.908900313292e-01
3.438000000001e+00 6.988408235676e-02 2.908055805938e-01 2.908055805938e-01
3.439000000001e+00 6.980404422748e-02 2.907211785589e-01 2.907211785589e-01
3.440000000001e+00 6.972409363641e-02 2.906368251831e-01 2.906368251831e-01
3.441000000001e+00 6.964423049508e-02 2.905525204249e-01 2.905525204249e-01
3.442000000001e+00 6.956445471513e-02 2.904682642432e-01 2.904682642432e-01
3.443000000001e+00 6.948476620825e-02 2.903840565966e-01 2.903840565966e-01
3.444000000001e+00 6.940516488622e-02 2.902998974439e-01 2.902998974439e-01
3.445000000001e+00 6.932565066090e-02 2.902157867439e-01 2.902157867439e-01
3.446000000001e+00 6.924622344421e-02 2.901317244555e-01 2.901317244555e-01
