# r  u  V_H  V_x  V_eff
2.903000000001e+00 1.535757014177e-01 6.878404253870e-01 -7.520513335344e-02 6.126352920336e-01
2.904000000001e+00 1.534277940450e-01 6.876060390646e-01 -7.513958471585e-02 6.124664543487e-01
2.905000000001e+00 1.532800219062e-01 6.873718085289e-01 -7.507409678942e-02 6.122977117394e-01
2.906000000001e+00 1.531323848917e-01 6.871377336317e-01 -7.500866951320e-02 6.121290641185e-01
2.907000000001e+00 1.529848828925e-01 6.869038142252e-01 -7.494330282631e-02 6.119605113989e-01
2.908000000001e+00 1.528375157992e-01 6.866700501614e-01 -7.487799666795e-02 6.117920534934e-01
2.909000000001e+00 1.526902835027e-01 6.864364412927e-01 -7.481275097739e-02 6.116236903153e-01
2.910000000001e+00 1.525431858940e-01 6.862029874716e-01 -7.474756569395e-02 6.114554217776e-01
2.911000000001e+00 1.523962228640e-01 6.859696885509e-01 -7.468244075704e-02 6.112872477938e-01
2.912000000001e+00 1.522493943038e-01 6.857365443834e-01 -7.461737610613e-02 6.111191682773e-01
2.913000000001e+00 1.521027001044e-01 6.855035548222e-01 -7.455237168074e-02 6.109511831415e-01
2.914000000001e+00 1.519561401570e-01 6.852707197205e-01 -7.448742742048e-02 6.107832923000e-01
2.915000000001e+00 1.518097143528e-01 6.850380389317e-01 -7.442254326501e-02 6.106154956667e-01
2.916000000001e+00 1.516634225831e-01 6.848055123094e-01 -7.435771915408e-02 6.104477931553e-01
2.917000000001e+00 1.515172647392e-01 6.845731397073e-01 -7.429295502749e-02 6.102801846798e-01
2.918000000001e+00 1.513712407124e-01 6.843409209793e-01 -7.422825082510e-02 6.101126701542e-01
2.919000000001e+00 1.512253503943e-01 6.841088559796e-01 -7.416360648686e-02 6.099452494927e-01
2.920000000001e+00 1.510795936763e-01 6.838769445623e-01 -7.409902195276e-02 6.097779226096e-01
2.921000000001e+00 1.509339704500e-01 6.836451865820e-01 -7.403449716289e-02 6.096106894191e-01
2.922000000001e+00 1.507884806069e-01 6.834135818932e-01 -7.397003205738e-02 6.094435498358e-01
2.923000000001e+00 1.506431240388e-01 6.831821303507e-01 -7.390562657643e-02 6.092765037743e-01
2.924000000001e+00 1.504979006375e-01 6.829508318094e-01 -7.384128066031e-02 6.091095511491e-01
2.925000000001e+00 1.503528102946e-01 6.827196861245e-01 -7.377699424937e-02 6.089426918752e-01
2.926000000001e+00 1.502078529020e-01 6.824886931513e-01 -7.371276728400e-02 6.087759258673e-01
2.927000000001e+00 1.500630283517e-01 6.822578527452e-01 -7.364859970468e-02 6.086092530405e-01
2.928000000001e+00 1.499183365357e-01 6.820271647618e-01 -7.358449145194e-02 6.084426733098e-01
2.929000000001e+00 1.497737773459e-01 6.817966290569e-01 -7.352044246640e-02 6.082761865905e-01
2.930000000001e+00 1.496293506744e-01 6.815662454866e-01 -7.345645268870e-02 6.081097927979e-01
2.931000000001e+00 1.494850564134e-01 6.813360139069e-01 -7.339252205960e-02 6.079434918473e-01
2.932000000001e+00 1.493408944550e-01 6.811059341742e-01 -7.332865051989e-02 6.077772836543e-01
2.933000000001e+00 1.491968646917e-01 6.808760061449e-01 -7.326483801043e-02 6.076111681344e-01
2.934000000001e+00 1.490529670155e-01 6.806462296756e-01 -7.320108447217e-02 6.074451452035e-01
2.935000000001e+00 1.489092013191e-01 6.804166046233e-01 -7.313738984609e-02 6.072792147772e-01
2.936000000001e+00 1.487655674947e-01 6.801871308448e-01 -7.307375407327e-02 6.071133767715e-01
2.937000000001e+00 1.486220654349e-01 6.799578081974e-01 -7.301017709483e-02 6.069476311025e-01
2.938000000001e+00 1.484786950323e-01 6.797286365383e-01 -7.294665885197e-02 6.067819776863e-01
2.939000000001e+00 1.483354561794e-01 6.794996157250e-01 -7.288319928594e-02 6.066164164390e-01
2.940000000001e+00 1.481923487690e-01 6.792707456152e-01 -7.281979833807e-02 6.064509472771e-01
2.941000000001e+00 1.480493726937e-01 6.790420260667e-01 -7.275645594975e-02 6.062855701169e-01
2.942000000001e+00 1.479065278464e-01 6.788134569375e-01 -7.269317206244e-02 6.061202848750e-01
2.943000000001e+00 1.477638141199e-01 6.785850380857e-01 -7.262994661766e-02 6.059550914680e-01
2.944000000001e+00 1.476212314072e-01 6.783567693697e-01 -7.256677955699e-02 6.057899898127e-01
2.945000000001e+00 1.474787796012e-01 6.781286506479e-01 -7.250367082207e-02 6.056249798258e-01
2.946000000001e+00 1.473364585949e-01 6.779006817791e-01 -7.244062035464e-02 6.054600614244e-01
2.947000000001e+00 1.471942682815e-01 6.776728626219e-01 -7.237762809646e-02 6.052952345255e-01
2.948000000001e+00 1.470522085540e-01 6.774451930355e-01 -7.231469398939e-02 6.051304990461e-01
2.949000000001e+00 1.469102793058e-01 6.772176728789e-01 -7.225181797532e-02 6.049658549036e-01
2.950000000001e+00 1.467684804300e-01 6.769903020115e-01 -7.218899999623e-02 6.048013020153e-01
2.951000000001e+00 1.466268118200e-01 6.767630802928e-01 -7.212623999416e-02 6.046368402986e-01
2.952000000001e+00 1.464852733693e-01 6.765360075823e-01 -7.206353791121e-02 6.044724696711e-01
2.953000000001e+00 1.463438649711e-01 6.763090837400e-01 -7.200089368955e-02 6.043081900504e-01
2.954000000001e+00 1.462025865191e-01 6.760823086257e-01 -7.193830727140e-02 6.041440013543e-01
2.955000000001e+00 1.460614379069e-01 6.758556820997e-01 -7.187577859907e-02 6.039799035006e-01
2.956000000001e+00 1.459204190279e-01 6.756292040222e-01 -7.181330761490e-02 6.038158964073e-01
2.957000000001e+00 1.457795297761e-01 6.754028742537e-01 -7.175089426131e-02 6.036519799923e-01
2.958000000001e+00 1.456387700450e-01 6.751766926548e-01 -7.168853848081e-02 6.034881541739e-01
2.959000000001e+00 1.454981397285e-01 6.749506590863e-01 -7.162624021592e-02 6.033244188703e-01
2.960000000001e+00 1.453576387204e-01 6.747247734091e-01 -7.156399940927e-02 6.031607739999e-01
2.961000000001e+00 1.452172669148e-01 6.744990354845e-01 -7.150181600353e-02 6.029972194810e-01
2.962000000001e+00 1.450770242055e-01 6.742734451736e-01 -7.143968994144e-02 6.028337552322e-01
2.963000000001e+00 1.449369104867e-01 6.740480023380e-01 -7.137762116581e-02 6.026703811721e-01
2.964000000001e+00 1.447969256524e-01 6.738227068391e-01 -7.131560961949e-02 6.025070972196e-01
2.965000000001e+00 1.446570695968e-01 6.735975585388e-01 -7.125365524543e-02 6.023439032934e-01
2.966000000001e+00 1.445173422141e-01 6.733725572991e-01 -7.119175798661e-02 6.021807993125e-01
2.967000000001e+00 1.443777433987e-01 6.731477029819e-01 -7.112991778608e-02 6.020177851958e-01
2.968000000001e+00 1.442382730448e-01 6.729229954496e-01 -7.106813458697e-02 6.018548608627e-01
2.969000000001e+00 1.440989310469e-01 6.726984345646e-01 -7.100640833246e-02 6.016920262321e-01
2.970000000001e+00 1.439597172995e-01 6.724740201894e-01 -7.094473896578e-02 6.015292812236e-01
2.971000000001e+00 1.438206316970e-01 6.722497521868e-01 -7.088312643026e-02 6.013666257565e-01
2.972000000001e+00 1.436816741341e-01 6.720256304197e-01 -7.082157066925e-02 6.012040597504e-01
2.973000000001e+00 1.435428445054e-01 6.718016547511e-01 -7.076007162620e-02 6.010415831249e-01
2.974000000001e+00 1.434041427057e-01 6.715778250442e-01 -7.069862924458e-02 6.008791957996e-01
2.975000000001e+00 1.432655686296e-01 6.713541411624e-01 -7.063724346797e-02 6.007168976945e-01
2.976000000001e+00 1.431271221721e-01 6.711306029693e-01 -7.057591423998e-02 6.005546887294e-01
2.977000000001e+00 1.429888032280e-01 6.709072103286e-01 -7.051464150429e-02 6.003925688243e-01
2.978000000001e+00 1.428506116923e-01 6.706839631040e-01 -7.045342520465e-02 6.002305378994e-01
2.979000000001e+00 1.427125474599e-01 6.704608611597e-01 -7.039226528486e-02 6.000685958748e-01
2.980000000001e+00 1.425746104260e-01 6.702379043597e-01 -7.033116168879e-02 5.999067426709e-01
2.981000000001e+00 1.424368004858e-01 6.700150925685e-01 -7.027011436036e-02 5.997449782081e-01
2.982000000001e+00 1.422991175342e-01 6.697924256504e-01 -7.020912324358e-02 5.995833024068e-01
2.983000000001e+00 1.421615614668e-01 6.695699034702e-01 -7.014818828249e-02 5.994217151877e-01
2.984000000001e+00 1.420241321787e-01 6.693475258927e-01 -7.008730942121e-02 5.992602164715e-01
2.985000000001e+00 1.418868295653e-01 6.691252927827e-01 -7.002648660392e-02 5.990988061788e-01
2.986000000001e+00 1.417496535221e-01 6.689032040055e-01 -6.996571977485e-02 5.989374842307e-01
2.987000000001e+00 1.416126039445e-01 6.686812594263e-01 -6.990500887830e-02 5.987762505480e-01
2.988000000001e+00 1.414756807282e-01 6.684594589105e-01 -6.984435385864e-02 5.986151050519e-01
2.989000000001e+00 1.413388837687e-01 6.682378023238e-01 -6.978375466029e-02 5.984540476635e-01
2.990000000001e+00 1.412022129618e-01 6.680162895318e-01 -6.972321122773e-02 5.982930783041e-01
2.991000000001e+00 1.410656682031e-01 6.677949204005e-01 -6.966272350550e-02 5.981321968950e-01
2.992000000001e+00 1.409292493884e-01 6.675736947959e-01 -6.960229143822e-02 5.979714033577e-01
2.993000000001e+00 1.407929564137e-01 6.673526125843e-01 -6.954191497055e-02 5.978106976138e-01
2.994000000001e+00 1.406567891749e-01 6.671316736321e-01 -6.948159404721e-02 5.976500795848e-01
2.995000000001e+00 1.405207475678e-01 6.669108778056e-01 -6.942132861299e-02 5.974895491926e-01
2.996000000001e+00 1.403848314887e-01 6.666902249717e-01 -6.936111861276e-02 5.973291063590e-01
2.997000000001e+00 1.402490408335e-01 6.664697149972e-01 -6.930096399140e-02 5.971687510058e-01
2.998000000001e+00 1.401133754985e-01 6.662493477490e-01 -6.924086469391e-02 5.970084830551e-01
2.999000000001e+00 1.399778353798e-01 6.660291230943e-01 -6.918082066530e-02 5.968483024290e-01
3.000000000001e+00 1.398424203738e-01 6.658090409005e-01 -6.912083185066e-02 5.966882090498e-01
3.001000000001e+00 1.397071303768e-01 6.655891010349e-01 -6.906089819516e-02 5.965282028397e-01
3.002000000001e+00 1.395719652853e-01 6.653693033651e-01 -6.900101964401e-02 5.963682837211e-01
3.003000000001e+00 1.394369249956e-01 6.651496477591e-01 -6.894119614247e-02 5.962084516166e-01
3.004000000001e+00 1.393020094043e-01 6.649301340845e-01 -6.888142763588e-02 5.960487064486e-01
3.005000000001e+00 1.391672184081e-01 6.647107622096e-01 -6.882171406963e-02 5.958890481400e-01
3.006000000001e+00 1.390325519036e-01 6.644915320026e-01 -6.876205538917e-02 5.957294766134e-01
3.007000000001e+00 1.388980097874e-01 6.642724433317e-01 -6.870245154003e-02 5.955699917917e-01
3.008000000001e+00 1.387635919564e-01 6.640534960657e-01 -6.864290246777e-02 5.954105935979e-01
3.009000000001e+00 1.386292983074e-01 6.638346900730e-01 -6.858340811802e-02 5.952512819550e-01
3.010000000001e+00 1.384951287374e-01 6.636160252227e-01 -6.852396843648e-02 5.950920567862e-01
3.011000000001e+00 1.383610831432e-01 6.633975013836e-01 -6.846458336889e-02 5.949329180147e-01
3.012000000001e+00 1.382271614219e-01 6.631791184249e-01 -6.840525286108e-02 5.947738655638e-01
3.013000000001e+00 1.380933634705e-01 6.629608762159e-01 -6.834597685890e-02 5.946148993570e-01
3.014000000001e+00 1.379596891863e-01 6.627427746261e-01 -6.828675530830e-02 5.944560193177e-01
3.015000000001e+00 1.378261384664e-01 6.625248135249e-01 -6.822758815526e-02 5.942972253697e-01
3.016000000001e+00 1.376927112081e-01 6.623069927823e-01 -6.816847534583e-02 5.941385174365e-01
3.017000000001e+00 1.375594073087e-01 6.620893122680e-01 -6.810941682612e-02 5.939798954419e-01
3.018000000001e+00 1.374262266656e-01 6.618717718522e-01 -6.805041254230e-02 5.938213593099e-01
3.019000000001e+00 1.372931691763e-01 6.616543714050e-01 -6.799146244059e-02 5.936629089644e-01
3.020000000001e+00 1.371602347383e-01 6.614371107968e-01 -6.793256646728e-02 5.935045443295e-01
3.021000000001e+00 1.370274232491e-01 6.612199898980e-01 -6.787372456871e-02 5.933462653293e-01
3.022000000001e+00 1.368947346064e-01 6.610030085794e-01 -6.781493669128e-02 5.931880718881e-01
3.023000000001e+00 1.367621687079e-01 6.607861667117e-01 -6.775620278147e-02 5.930299639302e-01
3.024000000001e+00 1.366297254514e-01 6.605694641658e-01 -6.769752278578e-02 5.928719413800e-01
3.025000000001e+00 1.364974047346e-01 6.603529008130e-01 -6.763889665080e-02 5.927140041622e-01
3.026000000001e+00 1.363652064555e-01 6.601364765243e-01 -6.758032432317e-02 5.925561522012e-01
3.027000000001e+00 1.362331305119e-01 6.599201911713e-01 -6.752180574957e-02 5.923983854217e-01
3.028000000001e+00 1.361011768020e-01 6.597040446254e-01 -6.746334087678e-02 5.922407037487e-01
3.029000000001e+00 1.359693452237e-01 6.594880367584e-01 -6.740492965159e-02 5.920831071068e-01
3.030000000001e+00 1.358376356752e-01 6.592721674421e-01 -6.734657202089e-02 5.919255954212e-01
3.031000000001e+00 1.357060480547e-01 6.590564365485e-01 -6.728826793159e-02 5.917681686169e-01
3.032000000001e+00 1.355745822605e-01 6.588408439498e-01 -6.723001733069e-02 5.916108266191e-01
3.033000000001e+00 1.354432381907e-01 6.586253895181e-01 -6.717182016523e-02 5.914535693529e-01
3.034000000001e+00 1.353120157440e-01 6.584100731260e-01 -6.711367638232e-02 5.912963967437e-01
3.035000000001e+00 1.351809148185e-01 6.581948946460e-01 -6.705558592912e-02 5.911393087169e-01
3.036000000001e+00 1.350499353130e-01 6.579798539510e-01 -6.699754875285e-02 5.909823051981e-01
3.037000000001e+00 1.349190771259e-01 6.577649509136e-01 -6.693956480077e-02 5.908253861128e-01
3.038000000001e+00 1.347883401558e-01 6.575501854071e-01 -6.688163402024e-02 5.906685513868e-01
3.039000000001e+00 1.346577243014e-01 6.573355573044e-01 -6.682375635864e-02 5.905118009458e-01
3.040000000001e+00 1.345272294615e-01 6.571210664791e-01 -6.676593176341e-02 5.903551347156e-01
3.041000000001e+00 1.343968555349e-01 6.569067128044e-01 -6.670816018207e-02 5.901985526223e-01
3.042000000001e+00 1.342666024205e-01 6.566924961541e-01 -6.665044156219e-02 5.900420545919e-01
3.043000000001e+00 1.341364700172e-01 6.564784164019e-01 -6.659277585138e-02 5.898856405505e-01
3.044000000001e+00 1.340064582239e-01 6.562644734217e-01 -6.653516299732e-02 5.897293104244e-01
3.045000000001e+00 1.338765669398e-01 6.560506670875e-01 -6.647760294774e-02 5.895730641397e-01
3.046000000001e+00 1.337467960639e-01 6.558369972735e-01 -6.642009565045e-02 5.894169016231e-01
3.047000000001e+00 1.336171454954e-01 6.556234638541e-01 -6.636264105330e-02 5.892608228008e-01
3.048000000001e+00 1.334876151336e-01 6.554100667038e-01 -6.630523910418e-02 5.891048275996e-01
3.049000000001e+00 1.333582048778e-01 6.551968056971e-01 -6.624788975106e-02 5.889489159461e-01
3.050000000001e+00 1.332289146274e-01 6.549836807089e-01 -6.619059294197e-02 5.887930877670e-01
3.051000000001e+00 1.330997442817e-01 6.547706916141e-01 -6.613334862498e-02 5.886373429891e-01
3.052000000001e+00 1.329706937403e-01 6.545578382877e-01 -6.607615674823e-02 5.884816815395e-01
3.053000000001e+00 1.328417629026e-01 6.543451206049e-01 -6.601901725990e-02 5.883261033450e-01
3.054000000001e+00 1.327129516684e-01 6.541325384412e-01 -6.596193010825e-02 5.881706083329e-01
3.055000000001e+00 1.325842599373e-01 6.539200916719e-01 -6.590489524158e-02 5.880151964303e-01
3.056000000001e+00 1.324556876091e-01 6.537077801727e-01 -6.584791260824e-02 5.878598675644e-01
3.057000000001e+00 1.323272345834e-01 6.534956038194e-01 -6.579098215666e-02 5.877046216627e-01
3.058000000001e+00 1.321989007603e-01 6.532835624879e-01 -6.573410383531e-02 5.875494586525e-01
3.059000000001e+00 1.320706860396e-01 6.530716560542e-01 -6.567727759272e-02 5.873943784615e-01
3.060000000001e+00 1.319425903212e-01 6.528598843947e-01 -6.562050337747e-02 5.872393810172e-01
3.061000000001e+00 1.318146135054e-01 6.526482473856e-01 -6.556378113821e-02 5.870844662474e-01
3.062000000001e+00 1.316867554921e-01 6.524367449035e-01 -6.550711082363e-02 5.869296340798e-01
3.063000000001e+00 1.315590161815e-01 6.522253768249e-01 -6.545049238248e-02 5.867748844424e-01
3.064000000001e+00 1.314313954739e-01 6.520141430266e-01 -6.539392576357e-02 5.866202172631e-01
3.065000000001e+00 1.313038932695e-01 6.518030433856e-01 -6.533741091577e-02 5.864656324699e-01
3.066000000001e+00 1.311765094688e-01 6.515920777790e-01 -6.528094778800e-02 5.863111299910e-01
3.067000000001e+00 1.310492439721e-01 6.513812460838e-01 -6.522453632924e-02 5.861567097546e-01
3.068000000001e+00 1.309220966800e-01 6.511705481775e-01 -6.516817648851e-02 5.860023716890e-01
3.069000000001e+00 1.307950674929e-01 6.509599839376e-01 -6.511186821490e-02 5.858481157227e-01
3.070000000001e+00 1.306681563115e-01 6.507495532416e-01 -6.505561145756e-02 5.856939417840e-01
3.071000000001e+00 1.305413630364e-01 6.505392559674e-01 -6.499940616569e-02 5.855398498017e-01
3.072000000001e+00 1.304146875684e-01 6.503290919928e-01 -6.494325228853e-02 5.853858397043e-01
3.073000000001e+00 1.302881298083e-01 6.501190611959e-01 -6.488714977539e-02 5.852319114205e-01
3.074000000001e+00 1.301616896569e-01 6.499091634549e-01 -6.483109857564e-02 5.850780648792e-01
3.075000000001e+00 1.300353670151e-01 6.496993986480e-01 -6.477509863870e-02 5.849243000093e-01
3.076000000001e+00 1.299091617840e-01 6.494897666539e-01 -6.471914991404e-02 5.847706167398e-01
3.077000000001e+00 1.297830738645e-01 6.492802673510e-01 -6.466325235119e-02 5.846170149998e-01
3.078000000001e+00 1.296571031579e-01 6.490709006181e-01 -6.460740589973e-02 5.844634947184e-01
3.079000000001e+00 1.295312495651e-01 6.488616663342e-01 -6.455161050930e-02 5.843100558249e-01
3.080000000001e+00 1.294055129876e-01 6.486525643781e-01 -6.449586612960e-02 5.841566982485e-01
3.081000000001e+00 1.292798933265e-01 6.484435946292e-01 -6.444017271037e-02 5.840034219188e-01
3.082000000001e+00 1.291543904832e-01 6.482347569666e-01 -6.438453020141e-02 5.838502267652e-01
3.083000000001e+00 1.290290043591e-01 6.480260512698e-01 -6.432893855257e-02 5.836971127172e-01
3.084000000001e+00 1.289037348558e-01 6.478174774185e-01 -6.427339771379e-02 5.835440797047e-01
3.085000000001e+00 1.287785818747e-01 6.476090352922e-01 -6.421790763500e-02 5.833911276572e-01
3.086000000001e+00 1.286535453175e-01 6.474007247709e-01 -6.416246826625e-02 5.832382565047e-01
3.087000000001e+00 1.285286250858e-01 6.471925457346e-01 -6.410707955759e-02 5.830854661770e-01
3.088000000001e+00 1.284038210814e-01 6.469844980634e-01 -6.405174145917e-02 5.829327566042e-01
3.089000000001e+00 1.282791332060e-01 6.467765816375e-01 -6.399645392116e-02 5.827801277163e-01
3.090000000001e+00 1.281545613615e-01 6.465687963373e-01 -6.394121689379e-02 5.826275794436e-01
3.091000000001e+00 1.280301054498e-01 6.463611420435e-01 -6.388603032737e-02 5.824751117161e-01
3.092000000001e+00 1.279057653730e-01 6.461536186366e-01 -6.383089417222e-02 5.823227244644e-01
3.093000000001e+00 1.277815410329e-01 6.459462259975e-01 -6.377580837876e-02 5.821704176187e-01
3.094000000001e+00 1.276574323318e-01 6.457389640071e-01 -6.372077289744e-02 5.820181911097e-01
3.095000000001e+00 1.275334391718e-01 6.455318325466e-01 -6.366578767876e-02 5.818660448678e-01
3.096000000001e+00 1.274095614552e-01 6.453248314970e-01 -6.361085267327e-02 5.817139788238e-01
3.097000000001e+00 1.272857990841e-01 6.451179607399e-01 -6.355596783160e-02 5.815619929083e-01
3.098000000001e+00 1.271621519611e-01 6.449112201567e-01 -6.350113310441e-02 5.814100870523e-01
3.099000000001e+00 1.270386199884e-01 6.447046096289e-01 -6.344634844242e-02 5.812582611865e-01
3.100000000001e+00 1.269152030686e-01 6.444981290385e-01 -6.339161379640e-02 5.811065152421e-01
3.101000000001e+00 1.267919011043e-01 6.442917782672e-01 -6.333692911718e-02 5.809548491500e-01
3.102000000001e+00 1.266687139979e-01 6.440855571971e-01 -6.328229435565e-02 5.808032628415e-01
3.103000000001e+00 1.265456416522e-01 6.438794657104e-01 -6.322770946273e-02 5.806517562477e-01
3.104000000001e+00 1.264226839699e-01 6.436735036894e-01 -6.317317438941e-02 5.805003293000e-01
3.105000000001e+00 1.262998408538e-01 6.434676710165e-01 -6.311868908673e-02 5.803489819298e-01
3.106000000001e+00 1.261771122068e-01 6.432619675743e-01 -6.306425350579e-02 5.801977140685e-01
3.107000000001e+00 1.260544979318e-01 6.430563932455e-01 -6.300986759772e-02 5.800465256478e-01
3.108000000001e+00 1.259319979317e-01 6.428509479130e-01 -6.295553131374e-02 5.798954165992e-01
3.109000000001e+00 1.258096121095e-01 6.426456314596e-01 -6.290124460508e-02 5.797443868545e-01
3.110000000001e+00 1.256873403685e-01 6.424404437686e-01 -6.284700742306e-02 5.795934363455e-01
3.111000000001e+00 1.255651826117e-01 6.422353847231e-01 -6.279281971902e-02 5.794425650041e-01
3.112000000001e+00 1.254431387425e-01 6.420304542066e-01 -6.273868144439e-02 5.792917727622e-01
3.113000000001e+00 1.253212086640e-01 6.418256521025e-01 -6.268459255062e-02 5.791410595519e-01
3.114000000001e+00 1.251993922796e-01 6.416209782945e-01 -6.263055298922e-02 5.789904253053e-01
3.115000000001e+00 1.250776894927e-01 6.414164326664e-01 -6.257656271177e-02 5.788398699546e-01
3.116000000001e+00 1.249561002069e-01 6.412120151020e-01 -6.252262166988e-02 5.786893934321e-01
3.117000000001e+00 1.248346243257e-01 6.410077254854e-01 -6.246872981522e-02 5.785389956702e-01
3.118000000001e+00 1.247132617526e-01 6.408035637008e-01 -6.241488709952e-02 5.783886766013e-01
3.119000000001e+00 1.245920123914e-01 6.405995296324e-01 -6.236109347456e-02 5.782384361579e-01
3.120000000001e+00 1.244708761457e-01 6.403956231648e-01 -6.230734889215e-02 5.780882742726e-01
3.121000000001e+00 1.243498529194e-01 6.401918441824e-01 -6.225365330419e-02 5.779381908782e-01
3.122000000001e+00 1.242289426163e-01 6.399881925700e-01 -6.220000666261e-02 5.777881859074e-01
3.123000000001e+00 1.241081451404e-01 6.397846682124e-01 -6.214640891938e-02 5.776382592930e-01
3.124000000001e+00 1.239874603955e-01 6.395812709945e-01 -6.209286002655e-02 5.774884109680e-01
3.125000000001e+00 1.238668882858e-01 6.393780008015e-01 -6.203935993619e-02 5.773386408653e-01
3.126000000001e+00 1.237464287154e-01 6.391748575186e-01 -6.198590860046e-02 5.771889489181e-01
3.127000000001e+00 1.236260815884e-01 6.389718410310e-01 -6.193250597155e-02 5.770393350595e-01
3.128000000001e+00 1.235058468090e-01 6.387689512244e-01 -6.187915200168e-02 5.768897992227e-01
3.129000000001e+00 1.233857242816e-01 6.385661879843e-01 -6.182584664317e-02 5.767403413411e-01
3.130000000001e+00 1.232657139104e-01 6.383635511964e-01 -6.177258984836e-02 5.765909613480e-01
3.131000000001e+00 1.231458156000e-01 6.381610407467e-01 -6.171938156963e-02 5.764416591770e-01
3.132000000001e+00 1.230260292548e-01 6.379586565210e-01 -6.166622175945e-02 5.762924347616e-01
3.133000000001e+00 1.229063547794e-01 6.377563984057e-01 -6.161311037031e-02 5.761432880354e-01
3.134000000001e+00 1.227867920782e-01 6.375542662868e-01 -6.156004735476e-02 5.759942189321e-01
3.135000000001e+00 1.226673410561e-01 6.373522600509e-01 -6.150703266540e-02 5.758452273855e-01
3.136000000001e+00 1.225480016178e-01 6.371503795844e-01 -6.145406625489e-02 5.756963133295e-01
3.137000000001e+00 1.224287736680e-01 6.369486247740e-01 -6.140114807594e-02 5.755474766980e-01
3.138000000001e+00 1.223096571116e-01 6.367469955064e-01 -6.134827808129e-02 5.753987174251e-01
3.139000000001e+00 1.221906518535e-01 6.365454916686e-01 -6.129545622375e-02 5.752500354449e-01
3.140000000001e+00 1.220717577987e-01 6.363441131476e-01 -6.124268245619e-02 5.751014306914e-01
3.141000000001e+00 1.219529748522e-01 6.361428598306e-01 -6.118995673150e-02 5.749529030991e-01
3.142000000001e+00 1.218343029192e-01 6.359417316047e-01 -6.113727900265e-02 5.748044526021e-01
3.143000000001e+00 1.217157419048e-01 6.357407283576e-01 -6.108464922265e-02 5.746560791350e-01
3.144000000001e+00 1.215972917143e-01 6.355398499767e-01 -6.103206734455e-02 5.745077826321e-01
3.145000000001e+00 1.214789522529e-01 6.353390963497e-01 -6.097953332147e-02 5.743595630282e-01
3.146000000001e+00 1.213607234260e-01 6.351384673643e-01 -6.092704710656e-02 5.742114202577e-01
3.147000000001e+00 1.212426051391e-01 6.349379629086e-01 -6.087460865305e-02 5.740633542555e-01
3.148000000001e+00 1.211245972975e-01 6.347375828705e-01 -6.082221791418e-02 5.739153649563e-01
3.149000000001e+00 1.210066998069e-01 6.345373271383e-01 -6.076987484328e-02 5.737674522950e-01
3.150000000001e+00 1.208889125729e-01 6.343371956002e-01 -6.071757939371e-02 5.736196162065e-01
3.151000000001e+00 1.207712355011e-01 6.341371881448e-01 -6.066533151887e-02 5.734718566259e-01
3.152000000001e+00 1.206536684972e-01 6.339373046605e-01 -6.061313117223e-02 5.733241734883e-01
3.153000000001e+00 1.205362114671e-01 6.337375450361e-01 -6.056097830730e-02 5.731765667288e-01
3.154000000001e+00 1.204188643166e-01 6.335379091603e-01 -6.050887287764e-02 5.730290362826e-01
3.155000000001e+00 1.203016269517e-01 6.333383969221e-01 -6.045681483688e-02 5.728815820852e-01
3.156000000001e+00 1.201844992783e-01 6.331390082106e-01 -6.040480413866e-02 5.727342040719e-01
3.157000000001e+00 1.200674812025e-01 6.329397429149e-01 -6.035284073671e-02 5.725869021782e-01
3.158000000001e+00 1.199505726303e-01 6.327406009244e-01 -6.030092458478e-02 5.724396763397e-01
3.159000000001e+00 1.198337734680e-01 6.325415821286e-01 -6.024905563668e-02 5.722925264919e-01
3.160000000001e+00 1.197170836218e-01 6.323426864169e-01 -6.019723384628e-02 5.721454525706e-01
3.161000000001e+00 1.196005029980e-01 6.321439136791e-01 -6.014545916749e-02 5.719984545116e-01
3.162000000001e+00 1.194840315029e-01 6.319452638050e-01 -6.009373155427e-02 5.718515322507e-01
3.163000000001e+00 1.193676690429e-01 6.317467366845e-01 -6.004205096063e-02 5.717046857239e-01
3.164000000001e+00 1.192514155247e-01 6.315483322077e-01 -5.999041734062e-02 5.715579148671e-01
3.165000000001e+00 1.191352708546e-01 6.313500502648e-01 -5.993883064835e-02 5.714112196165e-01
3.166000000001e+00 1.190192349393e-01 6.311518907462e-01 -5.988729083799e-02 5.712645999082e-01
3.167000000001e+00 1.189033076855e-01 6.309538535421e-01 -5.983579786374e-02 5.711180556784e-01
3.168000000001e+00 1.187874890000e-01 6.307559385433e-01 -5.978435167986e-02 5.709715868634e-01
3.169000000001e+00 1.186717787894e-01 6.305581456403e-01 -5.973295224065e-02 5.708251933997e-01
3.170000000001e+00 1.185561769607e-01 6.303604747241e-01 -5.968159950046e-02 5.706788752236e-01
3.171000000001e+00 1.184406834209e-01 6.301629256855e-01 -5.963029341371e-02 5.705326322718e-01
3.172000000001e+00 1.183252980768e-01 6.299654984155e-01 -5.957903393483e-02 5.703864644807e-01
3.173000000001e+00 1.182100208355e-01 6.297681928055e-01 -5.952782101834e-02 5.702403717871e-01
3.174000000001e+00 1.180948516042e-01 6.295710087466e-01 -5.947665461877e-02 5.700943541278e-01
3.175000000001e+00 1.179797902900e-01 6.293739461303e-01 -5.942553469074e-02 5.699484114395e-01
3.176000000001e+00 1.178648368002e-01 6.291770048481e-01 -5.937446118889e-02 5.698025436592e-01
